seller_id,total_vendas
128639473a139ac0f3e5f5ade55873a5,25131
76d64c4aca3a7baf218bf93ef7fa768d,25122
dc317f341ab0e22f39acbd9dbf9b4a1f,24753
79ebd9a61bac3eaf882805ed4ecfa12a,24449
7b0df942f46435babab05d49b744b2c4,24443
961dff0a659b4561334372337dd897d9,24271
9de4643a8dbde634fe55621059d92273,24216
d650b663c3b5f6fb392b6326366efa9a,23903
40db9e9aa57f7bb151bcda6b0f9bdbb7,23825
44073f8b7e41514de3b7815dd0237f4f,23819
0ea22c1cfbdc755f86b9b54b39c16043,23457
2138ccb85b11a4ec1e37afbd1c8eda1f,23292
54a1852d1b8f10312c55e906355666ee,23288
7aa4334be125fcdd2ba64b3180029f14,23207
1e8b33f18b4f7598d87f5cbee2282cc2,23093
7d456afc660226829370f3173d14520c,23075
cd68562d3f44870c08922d380acae552,23044
4a3ccda38b2129705f3fb522db62ca31,22519
96493fab2fbb13a14d0c0e8772eef5c3,22352
0adac9fbd9a2b63cccaac4f8756c1ca8,22351
a3e9a2c700480d9bb01fba070ba80a0e,22255
4b9750c8ad28220fe6702d4ecb7c898f,22158
aba1721a889e04decc910aa13b768ef4,22081
a673821011d0cec28146ea42f5ab767f,22040
2a84855fd20af891be03bc5924d2b453,21901
cfb1a033743668a192316f3c6d1d2671,21882
821fb029fc6e495ca4f08a35d51e53a5,21626
039e6ad9dae79614493083e241147386,21608
ef0ace09169ac090589d85746e3e036f,21502
3b15288545f8928d3e65a8f949a28291,21391
229c3efbfb0ea2058de4ccdfbc3d784a,21315
610f72e407cdd7caaa2f8167b0163fd8,21313
01fdefa7697d26ad920e9e0346d4bd1b,21203
8e6d7754bc7e0f22c96d255ebda59eba,21187
94144541854e298c2d976cb893b81343,21107
66922902710d126a0e7d26b0e3805106,21028
289cdb325fb7e7f891c38608bf9e0962,20748
e24fc9fcd865784fb25705606fe3dfe7,20726
4c2b230173bb36f9b240f2b8ac11786e,20718
6d66611d7c44cc30ce351abc49a68421,20638
5cf13accae3222c70a9cac40818ae839,20628
09f952a5f58d2285b0372551ae8f9b01,20600
1f1bb1f0859883505541bdd6606193e5,20598
abe42c5d03695b4257b5c6cbf4e6784e,20460
609e1a9a6c2539919b8205cf7c4e6ff0,20320
c72de06d72748d1a0dfb2125be43ba63,20051
d94a40fd42351c259927028d163af842,19884
a888faf2d1baececa6baf9c3d603ee1f,19706
e5a38146df062edaf55c38afa99e42dc,19684
1b4c3a6f53068f0b6944d2d005c9fc89,19672
48436dade18ac8b2bce089ec2a041202,19592
701938c450705b8ae65fc923b70f35c7,19590
669ae81880e08f269a64487cfb287169,19448
2e90cb1677d35cfe24eef47d441b7c87,19431
d921b68bf747894be13a97ae52b0f386,19374
a5cba26a62b8b4d0145b68b841e62e7f,19253
b8bc237ba3788b23da09c0f1f3a3288c,19227
6edacfd9f9074789dad6d62ba7950b9c,19225
a6bd7d1ccdac48c6b33b28596b7eb122,19083
8ae520247981aa06bc94abddf5f46d34,18956
00fc707aaaad2d31347cf883cd2dfe10,18897
31344c16881c08a8a72c6d2eb29918c1,18685
440dd6ab244315c632130ecfb63827b1,18683
6039e27294dc75811c0d8a39069f52c0,18590
4bfc7a4a1cf8d4d2121c27422d9e50b5,18362
e2a1ac9bf33e5549a2a4f834e70df2f8,18248
5058e8c1e82653974541e83690655b4a,18095
080199a181c46c657dc5aa235411be3b,17946
1ca7077d890b907f89be8c954a02686a,17931
9803a40e82e45418ab7fb84091af5231,17905
ce248b21cb2adc36282ede306b7660e5,17887
1d8dbc4f32378d715c717c1c1fc57bae,17842
75d34ebb1bd0bd7dde40dd507b8169c3,17839
a7f13822ceb966b076af67121f87b063,17819
5d378b73ab7dd6f0418d743e5dcb0bd1,17743
530ec6109d11eaaf87999465c6afee01,17693
1f9ab4708f3056ede07124aad39a2554,17666
e8b3a3a38279a82f0e5d006d5e5b7d2c,17648
ef506c96320abeedfb894c34db06f478,17629
431af27f296bc6519d890aa5a05fdb11,17591
ac3508719a1d8f5b7614b798f70af136,17584
813348c996469b40f2e028d5429d3495,17557
9e6229250fedbe05838fef417b74e7fb,17524
6061155addc1e54b4cfb51c1c2a32ad8,17489
87b740daf17b5d1be335a64164ec6842,17429
c31eff8334d6b3047ed34bebd4d62c36,17366
95e03ca3d4146e4011985981aeb959b9,17286
99eaacc9e6046db1c82b163c5f84869f,17123
ad97a199236354e53fcd91a5a913e9a2,17102
b372ee768ed69e46ca8cdbd267aa7a38,17083
5a8e7d5003a1f221f9e1d6e411de7c23,17060
c3acdfac4e3e97ff87529454fbc03642,17058
2e1c9f22be269ef4643f826c9e650a52,16964
80e6699fe29150b372a0c8a1ebf7dcc8,16942
d05ae8f7a5bd1d2a690a44cd079e4e27,16891
cf8ab1616079e2793aa29d524df01bb1,16864
d50d79cb34e38265a8649c383dcffd48,16831
c847e075301870dd144a116762eaff9a,16719
c60b801f2d52c7f7f91de00870882a75,16701
c6bda72e4dbf5c5866b13cb1810c6d03,16680
b499c00f28f4b7069ff6550af8c1348a,16639
d1b65fc7debc3361ea86b5f14c68d2e2,16615
d6b1ce66b035a475f00c017792ff9769,16608
f9244d45189d3a3605499abddeade7d5,16606
05f51e13da97139648b8125c31e5f51b,16545
1da3aeb70d7989d1e6d9b0e887f97c23,16531
ce7d1888639e6fb06b2749cbfdac1ff7,16515
54965bbe3e4f07ae045b90b0b8541f52,16394
2b1a40c1daabc6ca280c4b815c101841,16376
adbc26658d6c7b4b6219f9d934598091,16345
1c129092bf23f28a5930387c980c0dfc,16308
cab85505710c7cb9b720bceb52b01cee,16214
0be8ff43f22e456b4e0371b2245e4d01,16130
ca3bd7cd9f149df75950150d010fe4a2,16083
c66dccfb3f109511246da627dd5a2498,16063
6973a06f484aacf400ece213dbf3d946,16032
562fc2f2c2863ab7e79a9e4388a58a14,15948
e26901d5ab434ce92fd9b5c256820a4e,15904
5343d0649eca2a983820bfe93fc4d17e,15879
ff063b022a9a0aab91bad2c9088760b7,15837
52d76513f0c4d97f3b99570e2c94ee31,15813
82e0a475a88cc9595229d8029273f045,15809
8d956fec2e4337affcb520f56fd8cbfd,15797
70c27847eca8195c983ed7e798c56743,15796
7202e2ba20579a9bd1acb29e61fe71f6,15761
34d1ca11b242c0fee2c834ae8d788566,15644
c8b0e2b0a7095e5d8219575d5e7e1181,15429
9d4db00d65d7760644ac0c14edb5fd86,15428
25e6ffe976bd75618accfe16cefcbd0d,15426
e5a3438891c0bfdb9394643f95273d8e,15370
056b4ada5bbc2c50cc7842547dda6b51,15315
9d5a9018aee56acb367ba9c3f05d1d6a,15271
b4f8921fcc4ff77b66bea6dda43dcd51,15173
6cd68b3ed6d59aaa9fece558ad360c0a,15167
ccb83a794700270fde70898fe9ff368b,14993
6fd52c528dcb38be2eea044946b811f8,14929
7040e82f899a04d1b434b795a43b4617,14904
c9c7905cffc4ef9ff9f113554423e671,14902
240b9776d844d37535668549a396af32,14900
c864036feaab8c1659f65ea4faebe1da,14862
4830e40640734fc1c52cd21127c341d4,14738
f262cbc1c910c83959f849465454ddd3,14627
f08a5b9dd6767129688d001acafc21e5,14567
8b8cfc8305aa441e4239358c9f6f2485,14542
bd23da7354813347129d751591d1a6e2,14521
bba3293d6f5d5af2f415e004e8b93ae3,14475
dd58ee93286b0821565574c570e9e1dc,14463
7901646fdd36a55f564ffaf2dbccaaf7,14450
7ea5bfa6c340f58f8e71fc1f0412b0d6,14374
ce27a3cc3c8cc1ea79d11e561e9bebb6,14331
01cf7e3d21494c41fb86034f2e714fa1,14317
dd7ddc04e1b6c2c614352b383efe2d36,14312
6e386f64c84e482f0b9abf960797ee1b,14282
640e21a7d01df7614a3b4923e990d40c,14222
f3b80352b986ab4d1057a4b724be19d0,14157
3db66a856d18a9cba7c9241fc5221c50,14099
23d7c96d4a1160db1c726b248601b25a,14050
ed4acab38528488b65a9a9c603ff024a,14044
33a6f4b1e7cdc205511e76ba1b6e0186,14032
dd2bdf855a9172734fbc3744021ae9b9,14031
6c7d50c24b3ccd2fd83b44d8bb34e073,13995
72c5da29406b4234927b81855e7b64f6,13966
17306570e772e7718c92a562d33f5f1d,13964
259f7b5e6e482c230e5bfaa670b6bb8f,13947
0df3984f9dfb3d49ac6366acbd3bbb85,13907
8cc6a0e5738e61a87b03c78b2ba9db4b,13904
4e7c18b98d84e05cbae3ff0ff03846c2,13848
d71d863e5ef30d94e440c11be17dcd8f,13842
9b013e03b2ab786505a1d3b5c0756754,13782
f80edd2c5aaa505cc4b0a3b219abf4b8,13771
624f4ece8da4aafb77699233d480f8ef,13738
17ca9b9e9b9ef8fdb529001b49ebb50f,13705
c510bc1718f0f2961eaa42a23330681a,13702
8b28d096634035667e8263d57ba3368c,13630
c4d51195486dc781531876a7d00453d8,13457
66e0557ecc2b4dbea057e93f215f68d8,13369
a00824eb9093d40e589b940ec45c4eb0,13304
7a241947449cc45dbfda4f9d0798d9d0,13292
92eb0f42c21942b6552362b9b114707d,13273
aaed1309374718fdd995ee4c58c9dfcd,13250
73a63f72308aa20a46f4b1632018f196,13151
aafe36600ce604f205b86b5084d3d767,13071
fbc14c0cf93505ef89f64665ffa4a7b5,13062
3bb548e3cb7f70f28e3f11ee9dce0e59,13020
fffd5413c0700ac820c7069d66d98c89,12992
b4ffb71f0cb1b1c3d63fad021ecf93e1,12930
0db783cfcd3b73998abc6e10e59a102f,12882
7b07b3c7487f0ea825fc6df75abd658b,12856
cbd996ad3c1b7dc71fd0e5f5df9087e2,12831
b92e3c8f9738272ff7c59e111e108d7c,12826
b2ac621f0d0322434d04a12b078b9369,12749
e7df4cd29ab5abab70fb0783ddb53987,12692
febab0275244b9a49a623f0bd613ca2f,12641
b1fc4f64df5a0e8b6913ab38803c57a9,12577
c4f7fee5b0db50e87766f5a4d1b1b758,12535
7722b1df1b0e383e000397b2c11e3e19,12521
fdb9095204a334cd8872252ffec6f2db,12517
b1a81260566c1bac3114a6d124413f27,12445
d98eec89afa3380e14463da2aabaea72,12424
054694fa03fe82cec4b7551487331d74,12417
5656537e588803a555b8eb41f07a944b,12403
0bae85eb84b9fb3bd773911e89288d54,12323
af4a0e4cfe1d9c26b6712b1be25a72e5,12309
81a1104df0f08b59c68aa5b03cfe398e,12305
36a968b544695394e4e9d7572688598f,12260
972d0f9cf61b499a4812cf0bfa3ad3c4,12244
7008613ea464bad5cb9b83456e1e6a8f,12225
32b8764b4ef628b53608fc34011fcc13,12199
048c2757535328e0d7dac690ad3c0aae,12195
a49928bcdf77c55c6d6e05e09a9b4ca5,12132
1c5e4e49b9079480255b49d50aac1aa9,11996
5f2684dab12e59f83bef73ae57724e45,11983
18a349e75d307f4b4cc646a691ed4216,11961
e8f6dc8e6a1dcde89d20e3995c8d90b3,11913
d03698c2efd04a549382afa6623e27fb,11910
cb8bcce248bb1fb274ba762d8b971456,11881
8e8a7ce9f2f970dc00e2acf6f6e199f6,11871
aced59e9b31ef866a94f9e7f29d8d418,11851
8a32e327fe2c1b3511609d81aaf9f042,11755
06532f10282704ef4c69168b914b77be,11732
0432ead42b6c8a0bdf68154add917fdf,11707
fcb5ace8bcc92f75707dc0f01a27d269,11672
066a6914e1ebf3ea95a216c73a986b91,11643
7b1222c3624aa89b9558b50a2594188c,11641
37515688008a7a40ac93e3b2e4ab203f,11640
f27e33c6d29b5138fa9967bcd445b6d5,11548
aac29b1b99776be73c3049939652091d,11507
8a432f4e5b471f8da497d7dc517666e2,11461
ea566164622c6b439516ab18062c42cd,11428
87e24fc7052259b1f7f607d61c10d8be,11397
08633c14ef2db992c11f840f04fad4cd,11327
34f563c82a85b99ae9e6d60db5fc2e28,11253
cc5a78bbad32776dc4e3af205218368c,11213
e96498ed8daaa3e9c23f7a62da76591c,11194
4371b634e0efc0e22b09b52907d9d469,11152
ad781527c93d00d89a11eecd9dcad7c1,11148
062ce95fa2ad4dfaedfc79260130565f,11101
270297ead4c65a6cd2593960d2af6b21,11088
3c487ae8f8d7542beff5788e2e0aea83,10880
abe021b01ba992245271b9aa422032df,10880
5b8154610ebb21fb90eb587365e673df,10867
33a17d60c64393351ebf1ef860f4e0f2,10792
725c32fa80c2faacc4fc88450d27314e,10766
989becdce12ebc39863c2bceab6f3ca1,10741
9596c870880d900012f2e8e6e30d06d7,10733
ececbfcff9804a2d6b40f589df8eef2b,10706
c4af86330efa7a2620772227d2d670c9,10705
5882820ef11c4c068eea0677a7a879b4,10703
db2956745b3a8e9f3785c99f34b5d25e,10695
bd0389da23d89b726abf911cccc54596,10690
ebd2d60905fb58271facef5596b620d3,10667
0873d9f8f36123f8d910f4760e788cfb,10657
dbb9b48c841a0e39e21f98e1a6b2ec3e,10507
1127b7f2594683f2510f1c2c834a486b,10500
93dc87703c046b603023e75222018b45,10493
8648b1e89e9b349e32d3741b30ec737e,10478
3078096983cf766a32a06257648502d1,10469
e333046ce6517bd8bb510291d44f0130,10456
8e6cc767478edae941d9bd9eb778d77a,10449
b18dc380845b24038cfc48006478f099,10449
f25e239052084705e17a982bc600ab2a,10405
2dee2ce60de9709b1a24083217181a1f,10404
6d803cb79cc31c41c4c789a75933b3c7,10393
d624126b9206f595fb3fbb6ba03b28a8,10382
903037660cf848a717166eb7a06d616e,10365
4e17c65a516f69d023a2ae78b84f28d6,10343
282f23a9769b2690c5dda22e316f9941,10304
397c4d0c005b6f41f90098ac724e28cb,10298
06df0c10d34e459d9672bc77388742eb,10243
257e61d3251fb5efb9daadddbc2cf7ca,10232
2089a6d640999f9b9141ac719b2af596,10137
1da366cade6d8276e7d8beea7af5d4bf,10101
2a261b5b644fa05f4f2700eb93544f2c,10081
05feb94f19d094d4b0f9281f0b1d4c99,10051
2c9e548be18521d1c43cde1c582c6de8,9933
67883baaae6134ee81b271a542613728,9930
bbf9ad41dca6603e614efcdad7aab8c4,9887
6b243f80ed07b10f0e8aa0f21a205f3c,9864
5c030029b5916fed0986310385ec9009,9850
688756f717c462a206ad854c5027a64a,9834
6c177e38df6d3f34182b1f1d427231bf,9816
e2aee0892199b1d92530e371abd825bf,9790
6c12e40690c335dbc2f68a4134d30dc1,9774
52f976b17ea7f2f087f56dcc419328f6,9765
5b925e1d006e9476d738aa200751b73b,9751
058fd0aa2bfdb2274e05e1ae971dabb6,9749
c004e5ea15737026cecaee0447e00b75,9748
455c5640e8c5bd1b2ee85c0158f85727,9685
dbdd0ec73a4817971d962698f2fea022,9685
c26a2be5b53b7db6b276280da212a779,9660
750303a20e9c56b2a6bc45cdce0b897d,9656
11305281b50fff20ae8bb473f8e11876,9646
d13e50eaa47b4cbe9eb81465865d8cfc,9645
a2e874074c877c5a05abae80ad6e488f,9602
7bac63f6603d382cc8d0832eb6c100a8,9577
fa1a9dec3a9940c072684a46728bf1fc,9526
26d8a1c7c75d513045798992ead43aa2,9494
42bde9fef835393bb8a8849cb6b7f245,9467
63b464dbf392c7b80d12d932fa7cafed,9435
b2479f944e1b90cf8a5de1bbfde284d6,9413
6a8b085f816a1f75f92dbac6eb545f8f,9399
670c26e0f1bf8d0576271d5cfaec6d2b,9398
34056b8b55c1775a22af2331670a799c,9368
b410bdd36d5db7a65dcd42b7ead933b8,9354
b14db04aa7881970e83ffa9426897925,9350
58f1a6197ed863543e0136bdedb3fce2,9343
5d0363b33554b373851fc1622e4d5f3c,9338
3be634553519fb6536a03e1358e9fdc7,9316
98dac6635aee4995d501a3972e047414,9311
e0a366315b1b726b6c7832d664c0f530,9289
516e7738bd8f735ac19a010ee5450d8d,9260
dd55f1bb788714a40e7954c3be6df745,9246
381c83fdca332ea6afd896da20bf6e4a,9215
6a51fc556dab5f766ced6fbc860bc613,9170
403aa86912527d730337ffcb0fb096ab,9165
dee656f0f566ed1aa85bd137c943f08f,9043
2fdde51ad3e12f297da656d4fbd5d0b5,8998
05d2173d43ea568aa0540eba70d2ca76,8978
ff1fb4c404b2efe68b03350a8dc24122,8971
4aba391bc3b88717ce08eb11e44937b2,8956
a420f60ff1aa9acc80d0e42959f2b313,8932
784ba75dd9d20200c4caed3d7a77141a,8925
30829ded4523ab9224b93bc49a62c95f,8924
8c16d1f32a54d92897cc437244442e1b,8900
57e632711dec9ec14ca7546769483e7e,8892
91f848e9f4be368f4318775aac733370,8885
080102cd0a76b09e0dcf55fcacc60e05,8861
537eb890efff034a88679788b647c564,8852
83e197e95a1bbabc8c75e883ed016c47,8841
cee48807215b30a12ca2ca10ffb5f250,8826
751bdc4d83a466c7206cd42e8f426b03,8825
86bb7c4b535e49a541baf3266b1c95b1,8784
cc63f0dd2acba93ffed4fe9f8e0321fa,8762
30a2f535bb48308f991d0b9ad4a8c4bb,8744
f84a00e60c73a49e7e851c9bdca3a5bb,8620
33dd941c27854f7625b968cc6195a552,8612
d20b021d3efdf267a402c402a48ea64b,8593
40d54b51e962dbe09cabbcfd33298dee,8558
4b5f66b7adcf57f1ecc0d3c07dd6b177,8557
f789d2c4f2c2eb38fc4373e7a4b35264,8550
dfc5fb7259bb2b599ca565e6e9448f0f,8543
50c9975695009e5e6473912e83a6d1da,8486
8fb791022c1fc8909664f48ab7dc636d,8482
23613d49c3ac2bd302259e55c06c050c,8470
b3b17aab11f273023a5f22ca52e1eb70,8466
dfa0c4c6229ab200a4a1336b4d7128ff,8466
d51e0a403fe2e689ece6c73359d96e12,8463
014c0679dd340a0e338872e7ec85666a,8445
b19f3ca2ea475913750f25a5c37c8d8f,8440
e8b4225284fbb02d16f200513f1f395d,8419
5670f4db5b62c43d542e1b2d56b0cf7c,8378
45d33f715e24d15a6ccf5c17b3a23e3c,8364
6bd69102ab48df500790a8cecfc285c2,8359
b347677812ea483b0f528eaf8cbc09b7,8317
bacb1f0ed56ad24198f5810d2b3fe9a5,8305
54065e9aef7e9e9c2dc23b7594db021a,8285
abcd2cb37d46c2c8fb1bf071c859fc5b,8276
1336efc61c316ddf92c899eb817f7cae,8269
9616352088dcf83a7c06637f4ebf1c80,8269
a63bfbaa882c8f4542891b4e2246cc7f,8252
6f892e20a171e98efe17fdb971ff319b,8228
02ecc2a19303f05e59ce133fd923fff7,8217
f46490624488d3ff7ce78613913a7711,8214
d9bd94811c3338dceb4181f3dbc0c73e,8200
8476243f92442881ddd5b578975cf115,8190
e9d99831abad74458942f21e16f33f92,8179
f12ff17ad8bbf01ec5c33b17e506649b,8178
02d35243ea2e497335cd0f076b45675d,8149
cc3d14116804f7209f3884f6367f1152,8129
b8630e1121437d41cb08e3c749c2c2e2,8092
679769a98cfcc6da877c8486ff1c13f3,8059
709e16e2b25c7474d980076c6bfc4806,8052
376a891762bbdecbc02b4b6adec3fdda,8051
ba143b05f0110f0dc71ad71b4466ce92,8032
835f0f7810c76831d6c7d24c7a646d4d,8020
7dc8c42cc750eeafea6c85712ffee9bf,8017
3c7c4a49ec3c6550809089c6a2ca9370,7989
cfa5ab0e4d3fc212fd0b3410e7081c62,7970
bd4889b5e9133b35b66e42a8665cea5c,7963
ff4ea69c2a729e83e63c7579e4ef8170,7944
6fa9202c10491e472dffd59a3e82b2a3,7939
0691148aee60ca47977c187804f935ae,7937
02f623a8eb246f3c5f7c2f96462654e6,7894
f1fd5ab1181f827ffad998c1a5de7d74,7877
bba74270a87732727b5a3b4fd9ac1c39,7873
33c51922b6e3c16b24a8f28e5833c99d,7864
512d298ac2a96d1931b6bd30aa21f61d,7837
282c7480173bb9c01dd41cc739fec010,7835
afe0067131b73e40875c9b6c10bd2e21,7804
b6d44737c043328708f6749c2dbe50bd,7761
4917cee8d902e13428c3ec4b1ca6f315,7729
ea67327e24487bdfac5fbfa37ea124df,7715
4c03b9dd4c11ee2cb35c96c49efc9420,7714
b4a476fbd28de64b1e347abf9089366a,7696
52ac6f920b7280e4c6d30dd94de6259b,7694
5b67882648febfb6e1225e6ad7164f6b,7679
3df020b72d3d44b3af9d110fa3940b65,7656
e62b2d6ac10570a035a30bafcf01d263,7632
54219883e72aad869adfb2a54b7bfa0f,7579
8bb48dc19fccaa8613b6229bf7f452a2,7571
31ae0774c17fabd06ff707cc5bde005f,7570
3ade81dab5a172b88e1871c28ae05260,7564
31da954dc0855f2495c6310f70a2f931,7557
3340ef1913fb70d28420f6ceb685c339,7548
20d83f3ef0e6925fd74bfd59170babf7,7527
f67efa3f0b6761102a7f8c6b7b571f5d,7517
67bf6941ba2f1fa1d02c375766bc3e53,7494
7d76b645482be4a332374e8223836592,7493
582d4f8675b945722eda7c0cb61ba4c7,7489
834f8533b2ecb6598dd004ff3de7203a,7483
ade45994b717ccee333492330fbf037b,7480
e5e33c0d8e7e002f398f5dc4cbbb338f,7475
f680f85bee2d253556ac91be391d2c82,7468
94e93ce877be27a515118dbfd2c2be41,7466
a4b6b9b992b46e9ef863637af96e04bc,7453
23c38debaffe4a25a30fdbd9b586a13f,7449
