order_id,atraso_dias
ed8e9faf1b75f43ee027103957135663,9302182218
6e6527028de694ccade37f5a15a6d84a,9292000620
17cc6728043d53cc948551dfbf0a338b,9189232651
c5f43352377291361dad9a7366ae1c89,9188215236
b31c7dea63bb08f8cdd1ec32514ccf0b,9186212543
103188b1afa4614c023b86344f79727b,9115130954
da81fbc27b55e0f3d2813cf2078dc780,9110001854
8b7fd198ad184563c231653673e75a7f,9099180508
e7b87b156cde9f1d3a765da80d093d6a,9096141909
6e3a1f3ec46461756c3f620e267aa1b8,9095200925
