customer_id,total_gasto
cfc025a164a95cd7206415925d71021b,16216
174156b68563868e1ed48408117d6df4,13728
1617b1357756262bfa56ab541c47bc16,13664
24bbf5fd2f2e1b359ee7de94defc4a15,9528
3be2c536886b2ea4668eced3a80dd0bb,8086
be523244d4c82364537fea5641c2149f,8024
31e83c01fce824d0ff786fcd48dad009,7960
ff31bee1ba4bba00cc14b1b91c8d28f3,7812
ec5b2ba62e574342386871631fafd3fc,7275
e7c905bf4bb13543e8df947af4f3d9e9,7052
